count,unique,top,freq
2,2,"When you're upset about something, the first question you can ask yourself is ""Whose problem is this?"" It is amazing how many problems will disappear right at that point, because you realize the problem isn't even yours. You can't fix everything in your family. You are starting a new family of your own, and it's time to create a protective bubble around your family unit that keeps other people's issues away. I tell myself ""Not my pig, not my farm, not my problem."" When you stop trying to take care of other people's problems, they are more likely to step up and deal with it themselves. :)",1
3,3,"One of the first steps is to manage anxiety and depression symptoms are to establish a good self-care routine.  Start with the most basic things: Eating balanced meals, sleeping at from 6-8 hours and exercise at least 30 minutes a day.  These will help you to regulate the chemical imbalance that affects your mood, plus exercising gives you time to vent and be distracted from your thoughts.  Once basic self-care is established, I suggest that is a good time to start exploring the source of these feelings, and address them trough therapy.  If you have difficulty initiating self-care routine talk to your therapist about what motivates you and pushes you to do things, you might find the key during the process.  You could also contact your physician or a psychiatrist to discuss medication options if it’s too challenging to begin basic self-care.¿Cómo puedo controlar mi ansiedad?Uno de los primeros pasos para manejar la ansiedad y la depresión es establecer una buena rutina de cuidado personal.  Comienza con las cosas más básicas: Comer comidas balanceadas, dormir de 6-8 horas en la noche, y ejercitarte por lo menos 30 minutos al día. Esto te ayudara a regular el desbalance químico que afecta tu estado de ánimo, además de que te da tiempo para desahogarte y distraerte.  Ya que la rutina de cuidado eta establecida, es un buen momento para comenzar a explorar la fuente de tus sentimientos negativos, y explóralos a través de terapia. Si se dificulta comenzar a crear una rutina puedes consultar con tu terapista para identificar motivaciones que te impulsen a comenzar.  También puedes contactar a tu medico primario o psiquiatra para discutir medicamentos que te pueden ayudar a manejar estos síntomas e iniciar cuidado básico.",1
1,1,"Sounds like you are struggling with your own negative thoughts.  As you stated, everything was great then you started having low self-esteem thoughts and thinking.  What is contributing to these negative thoughts?  His actions or your past experiences with unhealthy relationships would be my question..",1
1,1,"I've heard people say that they cut themselves as a way to feel relief from different emotions. You're also right that when you try to focus on just not cutting, it becomes more difficult because it's what you are focused on. While that is still something to work on, it may also be helpful to find something else you can do instead. You said drawing doesn't work for you. Sometimes more physical activities, such as doing a few jumping jacks, can be helpful. If you don't exercise, it might be something to talk with your doctor about first.The more you can learn about what makes you want to cut, the easier it will be to find out what you could do to change that. Try talking to somebody about what you are feeling in addition to the urge to cut.",1
1,1,"Everyone has some level of anxiety - it's what helps us respond to stressors in our lives and clues us into the fact that we need to respond to something going on. However, if you're feeling overwhelmed by racing thoughts, feeling like you spend a lot of energy worrying about something specific or even pretty much anything at all, and you're starting to find that it's getting in your way when it comes to living your life the way you want, then I'd suggest seeing a counselor or therapist for an assessment for anxiety. Your other concerns, though, seem pretty ""normal"" for someone who is in a relationship with a partner who has children. As a married stepmother, I've been there, and as a therapist, I can tell you that the boundaries and communication skills you have in your relationships need to be healthy for you to feel healthy. Finding some support from a group of others whose partners have children might be really helpful - being able to hear from others that you aren't alone in feeling like this can really lighten the load, and they might have some good ideas for handling certain situations. Another option is to find a counselor or therapist who has experience working with step/blended family dynamics - because even if you're not officially married, those dynamics come into play whenever there are kids from another relationship involved. You may even consider couples counseling so that both of you can learn to talk about your relationship needs and concerns in a way that will encourage connection and strengthen your sense of partnership.",1
4,4,"Depression and PMS symptoms can be so hard to navigate !  Looking at this from a holistic standpoint can help you understand why you get these mood swings and what to do to balance yourself emotionally during this time. As a woman, we experience peaks and dips during our hormonal cycles and right before menstruation, we tend to feel not ourselves and down. The bloating and extreme cravings do not help either.Making sure your schedule is light and you have things to assist you can be so helpful. Different essential oils like lavender may calm you down, or orange which can uplift your mood. Homeopathy can be effective and gentle during this time as well. Birth control is known to help reduce the extreme spikes in hormones and can reduce your emotional and physical pain. Perhaps even psychiatric medication like an SSRI can help . If you are interested in going down the medication route, be sure to ask the doctor about potential side effects and risks . Reducing your processed sugar intake may help a lot as well. Exercising, spending time outside, practicing stress management and avoiding caffeine and alcohol can all be useful as well.",1
3,3,"I would check out agencies that offer affordable counseling based on your income or very low cost counseling sessions, i.e., Pacific Clinics, Hathaway Sycamore, Pasadena Mental Health Center, Burbank Family Center. If you google affordable or low cost therapy in your particular area you will find resources to help you.",1
2,2,"Possibly yes, and definitely worth a try.First read about different types of therapy for OCD so that you find a therapist who does the type of therapy which feels best when you read about it.",1
4,4,"I think you have identified something important here. It's not unusual to experience feelings that don't seem to match up with what your rational mind recognizes. In this case, it sounds like a part of you recognizes that the people around you do not find you ""annoying and bothersome."" Despite knowing that people like you, it seems that there's still a part of you that feels like you're a bother.Finding a local counselor who can work with you to process those feelings might be just the help you need.",1
2,2,"Feeling alone and/or isolated is almost always associated with being depressed. As humans, we need connection and interaction with others in order to feel satisfied. Given that you are frequently thinking about death, I highly recommend that you see a mental health professional as soon as possible to help assess your immediate needs and address any underlying issues that may be contributing to your feelings of loneliness and depression. The good news is that with proper, consistent treatment and commitment to change, things can really turn around for you. A therapist can work with you on building enjoyable activities into your daily routine, change maladaptive thought patterns that contribute to your sadness, and help with exploring what has gotten you to where you are. By learning about where your sadness originates, engaging in preferred activities, and changing your thought patterns, you should begin feeling relief from the burden of depression. What will likely result, is further opportunity to find social outlets and an increased ability to connect with others. Don't give up. Create some short terms goals that you can likely achieve and make your treatment a priority and a focus. You have already taken the first step in getting better by writing to this site. Keep on this path and believe in yourself. Best of luck to you!",1
1,1,How do you help yourself to believe you require more than what he offers to you?What do you get from this relationship which feels satisfying?To answer this question may in the longterm be the best way to help your bf.,1
1,1,"The answer here really depends upon your age and something called the ""age of consent"" in the state where you live. In Pennsylvania, anyone over the age of 14 can provide consent for their own treatment. As for billing purposes, try talking to some local agencies. If you are under 18, you may be able to have Medicaid out of medical necessity so that you can have treatment. If you are over 18, there may be some discounted rates at some agencies because of the situation you're in. Maybe your primary care physician will be able to refer you to some local agencies.If you are in school, you may be able to talk with a guidance counselor or someone at the school. This would not require using your insurance.",1
1,1,"Well, as disappointed as you may very well feel from hearing this guy's answer, you know he doesn't want a relationship.What type of move would you like him to make?If you mean you'd be happy to have sex with this guy and not a relationship, then wait for as long as your patience allows.To wait for him to change his mind that he does want a relationship, doesn't have a very strong base on which to stand.Its possible to do this only consider the emotional price of your frustration to wait for someone to change their mind.",1
4,4,"It can be hard for husbands to hear that their wife is unhappy.  By nature men tend to be more of the fix it type.  So if they are sad, they fix it.  If their wife is sad, they fix it.  He may feel helpless to help you and that may be why he is saying those things to you.  It's not that he doesn't care or that he doesn't take them seriously, he might just have no idea how to help.  I would start by making an appointment to talk with a therapist about your sadness.  Meeting with a therapist may help you to learn some tools and strategies that can help you to manage some of the sadness you are feeling.  A therapist can also help you to gain some understanding and insight into why you might be experiencing sadness.  Depression is not something you have to sit with, therapy can help.  Once your husband sees that you are being proactive in addressing your sadness/depression he will probably be more open to listening to you and supporting you.  He might start to have ideas and input on how you two can work together to change some of the situations or things that might be holding you bakc.",1
1,1,"Because of the way that you say your boyfriend is only calm when he is drinking and you have concerns about flights, it would probably be most helpful for you to speak with a local therapist so you can have specific conversations about what happens during these fights.When you do ""everything right,"" are you saying that you don't argue? It sounds a bit as though you are trying to read each other's mind without being able to communicate effectively. I recommend working on this with a therapist, though (even if you end up going without your boyfriend to sessions), so that you can talk about specific strategies and what you can do when he is not calm.",1
1,1,"If you look back to when you feel as though you were the ""funny guy,"" I wonder what is different now? It may be that responsibilities have changed or any number of other things.I don't know whether you're also saying that you feel sad or if you're saying that you feel as though you don't have any big changes in your feelings.A lot of us tend to be really busy, and sometimes we over schedule ourselves to the point that we don't have time to have positive time for ourselves. Sometimes even if we are spending time with friends, we're thinking about work and all of the other things we need to do.I wonder if it feels awkward when you're with friends that you trust in an environment that you are used to. Maybe if that is more comfortable for you, it can be a stepping stone to focusing on how you feel better in those moments.It sounds as if you may have had an experience (or more than one) where you felt misunderstood or criticized and now reacting to people feels awkward. If so, try going back to people you trust. Who do you have support from?",1
1,1,"How much of your unhappiness with your boyfriend's way of handling himself regarding his ex, have you told him?The topics that upset you are the core of any intimate relationship.The good news is your own awareness of priorities and expectations from a partner.There may not be any bad news, depending on whether your boyfriend has the interest to adjust what he does regarding the ex.Talking the matters you list, may open a lot of emotion and become sidetracked very easily.A couples' therapist, whose focus is on the couple, not either of you as individuals, may be useful to you and your boyfriend so that you are able to complete your discussions without getting lost by the emotions raised.",1
1,1,"I agree; you need more care and support. No one deserves to feel alone, or like they hate themselves. We're all wonderful, imperfect, complicated people and we're at our best when we're all helping each other. I'm glad you wrote this question, because a lot of people have this feeling sometimes. I can tell that you're smart, because you seem to sense that the two things you wrote about are connected...you ""not being yourself"", and then how you felt when your grandma died. When Grandma died, you needed and deserved extra love and support, but the people around you didn't seem to give it to you, maybe. My hunch is that they wanted to, but that they didn't know how much you needed it, or what you needed exactly. The older you get, the more you will have to take charge of letting people know what you need. Maybe this is one of the suckier parts of being mature, but that's how it works. When you started middle school, it sounds like you changed; you got more quiet, right? That must have felt weird, to not be acting like yourself. It sounds like fear tricked you into thinking people wouldn't like you. Fear can be silly. So then, fear got you to not show yourself, and when we don't show ourselves, people can't see who we are; they don't know us as well and then they don't know what we need and they can't care for us as well either. Fear of not being liked isolated you from the people who love you. It does that to a lot of us. So, where you're at right now is because of what fear did to you, and also because when Grandma died you were already isolated so people couldn't see your pain and know that you needed support. There's a simple solution, but you'd have to be brave enough to look fear in the face and say ""Get off my back!"". ""You're not helping me by telling me lies."" Can you be brave enough to go back to your old, louder, self? If you talk to the people closest to you...tell them what you think and how you feel, then they'll be able to give you the care that you want and deserve. I wish you well as you try this!",1
7,7,"I understand that this must be a difficult time for you with
many adjustments. If you feel comfortable enough to ask your parents to see a
Life Coach or a therapist, this may be an excellent place to start. You don’t
need to tell them the reason why maybe say that you simply need someone to talk
to for support with school or homework etc. The Life Coach or therapist would
be the optimal person to advise you on how to proceed with providing support
and guidance. There may be someone at your school whom you could talk to for
confidential support and guidance as well. Be confident in the fact that you
are not alone and there are always responsible adults available to guide you
through any difficult process you may experience in life. Talking to family
about personal issues can be difficult for anyone, even adults. I recommend
getting help from a trusted, professional adult before you decide what to do.",1
1,1,"Given that both you and your friend recently ended your respective romantic relationships, kissing each other sounds like each of you satisfied a very natural need which for right now does not has a natural source of satisfaction.Suddenly being without a partner is difficult because a relationship absorbs and offers much of a person's energy. Stay focused on what you know about yourself, which is that you're not ready for another relationship.From what you describe about your friend, similar to you, he does not feel ready for a new relationship.If and when you feel ready to enter a new relationship and your friend seems attractive, then you'll be in a position to find out, either by approaching your friend as a potential partner, or by asking your question of his interest in you.Who knows?It is possible your friend will feel ready for a new relationship, approach you, and depending on your personal wishes to be or not be with who he has become, accept his offer.Good luck with Step One, becoming familiar with your new state of single hood, and sorting through the good news and bad news of your most recent relationship.",1
1,1,"When we feel overwhelmed by life situations, it is important to understand where the feeling is coming from.  Once we understand the source, it is important to normalize the situations that got us there and find balance in our lives.First, car accidents are common, and since they are accidents they are not a reflection of us.   When we have an accident we feel anxious, worried, and may have some trauma after the accidents.  If you have been experiencing anxiety since the car accident, talk to your doctor or therapist about it.  Second, a lot of people fail classes, tasks, deadlines, etc. but they don’t give up on their goal.  We have to remember that failing is part of the learning process, and having the courage to try again is what gives us determination and character.  Remind yourself what motivated you to leave your job, and the courage and determination that took to do so, then channel that energy back into school.  Third, when we have problems in our relationships, is helpful to look for ways to improve communication, discuss our concerns and how we want to resolve them, but it may be that the relationship needs to end if there isn’t enough interest in one of the parts or if there’s verbal or emotional abuse.  Consider talking to your boyfriend and set some boundaries regarding appropriate communication.At all times:  focus on being kind to yourself and improving your self-esteem: increase self-care activities, do more things that you enjoy, meditate in what gives you peace and make an effort to have more of that in your life.   At the end, you are the one in control of your life, and you determine who you become.¿Qué puedo hacer cuando siento que mi vida está fuera de control?Estuve en un accidente de auto, y fue pérdida total.  Deje mi trabajo de 9 años para completar un grado a tiempo completo.  Falle una clase, y mi novio piensa que soy estúpida, el quiere dejarme.  No tengo a donde ir y siento que lo estoy perdiendo todo.Cuando nos sentimos agobiados es importante reconocer donde estamos parados y entender de donde vienen esas emociones.  Ya que entendemos la fuente de agobio, es importante normalizar las situaciones que lo causaron, y volver a encontrar el balance en nuestra vida.Primero, los accidentes de auto son comunes, y por ser accidentes no son un reflejo de nosotros o nuestras destrezas.  Cuando experimentamos accidentes no s sentimos ansiosos, preocupados, y puede que experimentemos algún trauma.  Si sientes ansiedad, extrema preocupación habla con tu doctor o terapista al respecto.  Segundo, muchas personas fallan clases, tareas, fechas de entrega, pero no se rinden.  Tenemos que recordar que fallar es parte del proceso de aprendizaje, y tener el valor de intentarlo de nuevo, es lo que nos da determinación y carácter.   Recuerda que te impulsó a dejar tu trabajo y canaliza esa energía en la escuela.  Tercero,  cuando tenemos problemas en las relaciones, es importante comunicar nuestras preocupaciones y diferencias, pero puede ser que la relación termine si no hay interés mutuo o si hay algún tipo de abuso.   Considera hablar con tu novio y establecer límites respecto a la comunicación apropiada.En todo momento: enfócate en cuidarte a ti misma y mejorar tu autoestima, aumenta las actividades que te ayudan a sentirte bien, medita sobre lo que te paz y pasa más tiempo practicando esas actividades.",1
1,1,"Hey, it might be mistake in the end but this is a risk you want to take and you get to make your own mistakes. Your mom wants to protect you; I get that. Maybe she is worried you'll be hurt again. Were you hurt in some way by him? Can you understand where she's coming from? Sometimes when we're mad at our partner and we complain about them to mom, it's hard to know how to repair mom's relationship with the partner when things are better and we reunite. Can you help your mom understand that you take responsibility for your part in how it went wrong; that the picture you may have painted of him isn't the total picture? She might need help there. Thank your mom for her love and care, and you can also let her know clearly that you and your boyfriend are the only ones who get to decide whether you're together or not, that it's a risk you are going to take, and that you really need her support. :)",1
1,1,"Hi Tennessee, There is nothing wrong with you. There are many good reasons why you didn't say no. You didn't say no because you were caught off guard and unprepared; there is no place in life that teaches girls or boys how to manage it when someone crashes a sexual boundary. You also live in a culture where girls are encouraged to be cooperative and not upset people, and to put the needs of other people first. You instinctively want people to like you, and people can be very coercive sexually. You said it yourself; you ""gave in"". He wore you down.There's nothing wrong with you. It wasn't your job to say no. Women aren't the gatekeepers of male sexual urges. It was his job to get your consent first. He pressured you into it. A good therapist would help you to dig deep and uncover all these barriers to saying no and more. If you said no, what might happen then? What might that mean about you? What are you avoiding feeling? Unloved, unwanted, cold? What would you have to believe in order to be confident enough to say no? That you didn't have to do anything you don't want to do? That you're special, or that sexuality is special? Would you need a better understanding of what sexual assault is? I love that you want to do some work here to strengthen your sexual boundaries, and I urge a widespread conversation about what consent it. Men and women of all ages could use more of this training.",1
1,1,"Congratulations on leaving your marriage!It is ok and natural to feel sadness, loss, uncertainty in direction, hurt, resulting from ending the marriage.Possibly what you consider ""pity"" is a combination of these feelings.Be kind and caring toward who you are since you just put yourself through a major separation and need time to clear out the old emotions that connected you to your ex.There is very, very little chance of him helping you since he lacks compassion and empathy.More likely any help he gave would be in order to manipulate you.Maybe for now your server job is ok do you have more time to concentrate on taking care of your emotions.You were a manager once, you can be a manager again when you feel ready for doing so.Good luck!",1
1,1,"Hello Vancouver, It's really common for people to become very upset over small things sometimes. The small thing is a ""trigger"", and the emotions aren't so much about that event that's happening in the present; they are more connected to old events that evoked the same feeling. You've likely had too much of that feeling in your life and you've developed a sensitivity to it. Look at the small events that are triggers for you and ask yourself what same or similar emotion they evoke. If there's anger there, look underneath that. Is it powerlessness, worthlessness, hurt, shame...?  Then ask yourself when in your life you've experienced TOO much of that feeling. As a child, maybe, but not necessarily. That's the first step, and combined with empathy, compassion and self-esteem, you're starting to build what I call an emotional air conditioner. A good therapist can help you with the rest of this process and with learning ways of coping with emotions daily. I wish you the best.",1
1,1,"Yes, of course there's a reason!There's always a reason for most dynamics!Depending on the nature and qualities of what changed as a result of your new self realizations, you may be more deeply affected by your new awareness than how you imagined these would go.Since you already are on the best road possible for yourself, since this resulted from your own introspection, keep trusting your own self work as to what develops and at what pace your relationship attraction qualities grow.",1
3,3,"Hello Utah, thank you for writing with your question. Sexual assault or sexual abuse is a very traumatic event that affects victims in many ways. Your difficulty in feeling sexually engaged and your description of the shame and self-loathing you feel are normal responses to the rapes you experienced. A good therapist can help you to process your traumas and understand that you did nothing wrong to cause the rapes; the shame is not yours. It takes a very patient and loving partner, but you can make progress towards a healthier sexual relationship with your wife. These are issues that I cannot address more fully here other than to recommend that you seek the assistance of a qualified professional.",1
3,3,"Hi. Even though (thankfully) your parents responded well to you telling them, and you received treatment, it's possible, and very normal for sexual abuse trauma to affect you in different ways as you age and develop. Please see a therapist, who can help you find the root of the anxiety.",1
1,1,"Maybe your finance's hair preference for you reflects he still is in love w the ex.There are other many reasonable options too.Maybe he doesn't know a lot about hair styles, or didn't want to even think through the question carefully and also didn't want to tell you this directly.He may have tried to take the easy way out of involving himself in your question.The key whether or not he loves you is how you feel most of the time in your relationship.   If most of the time you trust the sense you are loved and you love him, then this gives you some reassurance about how the both of you feel toward each other.It is possible too that your finance has some remaining feelings for the ex.   Whether or not this makes any difference to you depends on how stable and reliable you feel is the love between the two of you.",1
1,1,"Hi Dallas, While I think it's healthy for both members of a couple to have things that they need from each other and to talk about that, your situation sounds one-sided and rigid. Will you have a list too? There are elements of control here: humiliating you in front of coworkers, saying you have to sign the contract before you can move forward...does he decide when you move in and out? Your passive aggressive communications with the other man and your difficulty in knowing what direction you want also hint that maybe you don't have a voice in this relationship. Do you have a voice? If you are uncomfortable with the contract, are you listening to your own voice? If you can't hear your own voice, maybe it's time to sit down with a therapist and strengthen yourself so you can at least know what you feel and want.No relationship is all good or all bad (wouldn't that make it easy?) Relationships don't come with billboards that tell us what to do. They don't come with crystal balls that tell us what will happen (except that past behaviour is a good predictor). You have everything you need in order to make the best decision for you right now, except clarity, and his control may be what is making things muddy for you. You're too busy blaming yourself to see the situation clearly. A therapist can help you stop blaming yourself and see what your situation is.",1
1,1,"I'm sorry for your suffering.There are therapy programs which help people to gradually feel more at ease so that daily living does not feel so frightening.Once you feel stronger and more secure from such a behavioral program, you'll be able to sleep more peacefully and leave the house whenever necessary to do your regular life.Then, you will be able to open and clear the deep emotional hurt that always occurs from being violated by a trusted friend.Sending good wishes in your work!",1
1,1,"Probably being sad to lose the relationship would be a good next move for you.When a relationship ends the daily life structure changes significantly.  A break up means adjusting to differences in everyday life, not only that the person is no longer connected with us.Since your boyfriend isn't talking to you then you're keeping yourself sadder than necessary to not accept his actions.  There's nothing you or anyone else can do change the fact that when someone decides to stop talking, this person is the only one who's in charge to start talking.Maybe since you've had several breakups w this person that you require more time to pass before you're willing to accept that his changed interest in the relationship is permanent.Be patient with your uncertainty as to whether he will or will not resume the relationship.  Once enough time passes so that you're considerably past the point at which you and he come together, then accepting his leave-taking will feel natural.Right now its very understandable to have hope since you've been on this road before.  In time you'll have your answer as to whether your future is with him or not.",1
1,1,"I'm sorry for your disappointment with this girl.Maybe next time you start to like someone talk with the person to find out if they feel similar to you.   This way you have a good chance to avoid being hurt in the way you describe here.Even if the person doesn't give you a straightforward answer to their feelings for you, you'll gain a little more information by listening to how seriously they consider your question, what their body language is like, whether or not the person seems sincere.Listen to your gut.If you feel unsure the person likes you as much as you like them, then wait a little while to see if your feelings about the person or their feelings about you, change and in what direction they change.Keep yourself informed as best you can so you'll know you did as much as possible to kiss someone who understands your kiss the way you mean it to be understood.",1
1,1,"The good news is your awareness that being violent to animals feels out of character for you.   I'm glad you have awareness and I'm glad you are not at ease with killing frogs.Fairly likely that you were acting out aggressively toward the frog, feelings of being on the receiving side of similar type of violence.Basically, you did unto the frog what someone has or to you, feels like, has been done to you.Use your surprising finding of how strong your anger and most likely inward pain.   Reflect on your closest relationships and how these people treat you.   It is possible you feel more hurt by someone who is close to you than you ever realized.Stabbing innocent frogs is wrong.  It is understandable as a way to show you how much inner pain you probably have.It is also wrong that someone close to you hurt you.The direction to go is to recognize your pain and then decide how to go about changing what is possible on your side of that or those relationship(s).",1
2,2,"I'm glad you think so highly of your boyfriend and his ability to be there when you would like to talk about things that are important to you.I see why you would want them to reach out. I also wonder about how close he was with his friend and what he thought you meant when you asked him to reach out. It sounds as if he is thinking that doing so would mean that he is responsible for his friend's well-being, although I can't say that for certain.Would you be willing to have a discussion with your boyfriend where for a few minutes (five minutes or so), you ask him about what made him react that way? During this time, try to listen and ask questions is if you are an investigative reporter and are trying to learn more about his experience. You can also summarize what you are hearing to make sure that you understand it as he does. This does not mean that you have to agree with what you say, but just that you follow. I hear you saying that you think he's being selfish. I'm suggesting that just during this conversation, you ask questions to focus on what he is thinking and feeling. In one sentence, the goal would be to learn more about his experience.I would not be at all surprised if he is scared.Are you aware of what kind of support he wants through this time?",1
5,5,"Nope! In fact you are NOT a pedophile. That term is reserved for older adolescents attracted to children, or adults who are attracted to children. I see an age difference as being one key factor in determining pedophilia if the older person is still in adolescence. You being only a year older than your girlfriend doesn't qualify, so go right ahead and be attracted to your girlfriend without shame!",1
5,5,"Have you told either of your parents that the current house rotation of where you stay, bothers you?Since each parent has an interest to be together with you, I imagine that to some degree, each cares how you feel.If these conversations are not getting your problem solved, then maybe your therapist can have a family session with your parents together and depending on the outcome, with you and each parent.",1
2,2,When a doc blows you off it may be a signal that it is time to find a new one! ED can often be caused by health issues. If all physical possibilities are ruled out then it's time to look within and enlist the help of a sex therapist. Here's a good article for you to start with.,1
2,2,"Having sex with your boyfriend is and was a mistake. Mistakes can be forgiven and you can make amends.But it is not the end of your relationship or God's will for you.Have a serious talk with your guy and get back on track with where you want to be. Talk to a counselor or your priest/pastor. Get someone to be your guide and mentor. Check in with them regularly.Getting back to square one could actually strengthen your relationship.Have a plan for the future where you will not be put into a place of temptation. Group dates, public places and no alone time where temptations might arise.Forgive yourself and move on.",1
1,1,"First off, I think it is great that you are willing and able to help out your friend with issues regarding his current relationship, despite the fact that you have feelings for him. I think that the best thing you can do is let him know that you are there for him if he wants to talk about things. You can also help by presenting options that he has and help him weigh out the pros and cons of his decision, but ultimately he has to decide what to do. Know that you won't be able to heal the pain he feels when his girlfriend leaves but you can be a friend to him by simply listening, validating his feelings, and understanding. Regarding your question about being there for him without wanting to hook up....I'm not sure if that is possible. If you care for him on more than a friendship level, then that desire will likey be there for you no matter what. Be careful that you take care of yourself and don't jeopardize your own happiness while trying to help him with his issues. Good luck to you!",1
1,1,"Paranoid people don't realize they are paranoid.  They believe their actions to be reasonable responses to potential threats.From what you write, you are aware that your actions may be understood as extreme.Instead of trying to fit your behavior into a negative psychological category, try seeing each of the behaviors you list here, as your own uniqueness.This way you will become more tolerant of what very well be your natural tendencies.If you are someone who needs a lot of time in quiet, then not liking loud noises doesn't make you paranoid, it is simply the way of who you are.One possible way of feeling better is if you would accept the answers you've developed so far for yourself.  They may be a little unusual compared to what we consider mainstream.  From what you describe, you already are dealing with what you call ""paranoia"".",1
3,3,"Hi Fort Worth,  I applaud your awareness and insight into the relationship.  Most of us come into relationships carrying old baggage and although you can't change her,  what you can do, is change yourself.  We can usually begin to understand ourselves better in the context of our own upbringings.  That is where we learn what a relationship looks like and it is often not the best teacher.  I wonder about your jealously, insecurity, feeling trapped and a lack of trust.  Has that ever showed up anywhere before?  It has more to do with you and less to do with her.   Your relationship with her is tapping into unresolved issues within yourself.  That is really where you want to focus. Once you understand it and resolve it, you will no longer need to ask anyone else what to do, because you will know.  You are young and just getting started in the relationship world and the healthier you are, the better you will know what healthy looks like.   Know yourself, understand yourself and love yourself.  The rest will take care of itself.  Finding a Therapist can be a big help in this process.  You are asking the question, so I suspect you are ready to look at the man in the mirror.  I believe in you and am wishing you all the best.Sandra Cooper, RN, LPCMH",1
2,2,"Your question is written in a very sincere tone.   This, together with the fact of searching for self-understanding, sound more like someone who is unsure and puzzled, not someone who is ""bad"".What was your own childhood like?The sensations you describe feeling sometimes occur in people who are reminded of very deep hurts from during their own childhood.Is it possible what you're feeling is from being reminded of great distress you lived through when you were at a similar age as the kids around whom you feel this sudden and great paranoia and fear?",1
2,2,"One way may be to take some sort of physical movement class in which you will be regarded by the teacher as one of the students, not the girl who weighs a certain amount.In a movement class such as pilates, yoga, aerobics, weights, dance, when the standard for clothing is somewhat fitted and shows more of our physical bodies than regular clothing, and to be considered as one of the students, not stigmatized for how much or how little you weigh, may help you be as accepting of yourself as the teacher is of you!",1
1,1,"Sometimes the way to feel happy is to address all the questions you just described.Teenage years are the first time any of us starts to feel and recognize our uniqueness.  The fact that you recognize your great range of feelings, as uncomfortable as they may sometimes be, is healthy.Also healthy is that you are asking for opinions of therapists who would be familiar with when a range of feelings shows an out of the ordinary problem.One path to take is to reflect on the topics you wrote here and especially to ask yourself your reasons for how the problem started and what it would take for it to resolve.Do you have trust issues because someone broke your trust? You're entitled to a repair of your trust by the other person.   Even if the person never offers this to you, to know you deserve to be restored to whole, may help you feel more secure.The same is true with the other topics, abandonment and relationships generally.The more you continue to value your unique understanding, expectations, and standards, the more likely you'll create relationships which do not have these qualities, and you will restore your sense of hope that other people may treat you in a fair and kind way.",1
3,3,"Teenagers are prone to mood swings due to developmental and hormonal changes that are rapidly and intensely occurring in your body and mind - so some of this happens to many people in your stage of development. You are not at all alone.You've taken the first and very important step in regulating your moods by just identifying that you are having these intense changes instead of being completely submerged in them and unaware! The more you are able to be a witness to your emotions and thoughts, the more you can learn to manage them. Your question offers several clues for strategies that you can try - for example, identify the warning signs for becoming irritated and plan a response, such as taking a deep breath, informing the person you are becoming irritated and need some space, or find a distraction temporarily like listening to music or going for a walk. Since you are aware of blaming others for things not working out, you can proactively make a personal commitment to taking ownership or personal responsibility by just thinking about it and practicing thoughts such as ""I am responsible for my efforts"" and ""Blame is not helpful for anyone"" and other thoughts that you believe and can repeat related to this insight. When you practice thinking more rational, healthy thoughts, you are actually rewiring your brain, so practice is key!",1
6,6,"Where do you go and what is your reason to go wherever this is?Try to understand these reasons because the answers may give you good guidance as to other ways to get what   it is your trying to reach by sneaking from your home at night.If for example, you're sneaking out because your parents are arguing and you feel hurt by this and want to escape hearing their arguments, then you can come up with other ways to hear less of their arguments.If you sneak out bc your parents restrict your friends or time to socialize with your friends, and your friends are doing legal and safe behaviors, then maybe you could do some socializing online w them.Also, I wonder the reason why either of your parents isn't aware that you leave the house.  Do you feel your parent would offer and would you ask your parent to give their suggestions so you feel more motivated to stay home?",1
2,2,"Hi, I'm Amelia! You know, it does sounds like you have imagined a motherly comfort figure for yourself. Sometimes, when I have a person in my office that is very self-critical, I have him/her speak to his or herself as though he/she were speaking to a loved one. Isn't it sad that we speak to others more lovingly than we do ourselves?If you have not received empathy, nurturing, or comfort from a caregiver, it is hard to internalize empathy, nurture or comfort from the inside. There is a saying that ""We have been hurt in relationships and we can heal in relationships."" Healing and growth are best provided in the context of healthy relationship. How about going the next step and finding a compassionate therapist or loving mentor that could actually provide you with the comfort that you need. You deserve to be seen, heard, noticed, and valued. I am wishing my very best to you!",1
1,1,"If you are noticing that anxiety tends to be triggered around interactions with others, then you may have social anxiety. Working with a therapist, you may be able to gain insight into the nature of the anxiety, develop tools for coping with it, and take steps that may alleviate it over time, so that you can enjoy your interactions with others. If you are short on money, there still may be options for you to be able to see a therapist. Check with your insurance provider about your behavioral health coverage. If you have medicaid/apple care, there are some private practice therapists who accept this form of insurance, as well as community clinics which do. If you are not insured, some therapists and clinics will work on a sliding fee scale, and accept either low fee or may even work with you pro-bono (for free).",1
2,2,"Despite your anxiety you are highly attuned to your sense of well being and skillful in articulating the details of when anxiety takes over.Sometimes people who anxious in specific realtime situations are helped by talking themselves through the anxiety.Maybe you'd be able to distract yourself from the grocery store anxiety by telling yourself you're anxious and that you'll be ok, its only a grocery store.The longer term way to dissolve anxiety is through self-acceptance, self-love, self-belief, basically all the areas of trusting yourself to handle situations.Anxiety is a fear of being overwhelmed by a circumstance or condition which ends badly for you.Often the person can very well handle the situation about which they're anxious.   The problem is not trusting themselves enough to rely on their self knowledge.",1
